id,name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
3016,no parking,533,150,1683,0,1,34,25,0,0,0,0,0,0,0,0,0,387,8,0,0,40,420,64,0,0,1,50,1,0,0,0,0,2293,13,0,0,5,337,18,0,0,63,961,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,4,12
3016,parking place,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,no parking,47,6,79,0,2,4,4,0,0,0,0,0,0,0,0,0,48,12,0,0,5,63,27,0,0,0,0,0,0,0,0,0,56,1,0,0,1,30,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3
1028,no parking,0,161,7,0,0,0,0,0,0,0,0,0,0,0,0,0,160,57,0,0,0,64,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,49,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,no parking,70,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,180,198,4,0,23,34,0,789,0,0,0,0,0,0,0,0,0,79,3,0,15,157,71,30,0,9,5,32,0,0,0,0,0,0,0,0,0,2,0,4,0,0,51,1833
3002,no parking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,381,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,no parking,0,13,299,0,0,5,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,68,0,0,0,10,0,0,0,0,0,435,40,0,0,3,253,51,0,0,8,457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2139,no parking,3,140,583,0,0,29,34,0,0,0,0,0,0,0,0,0,530,106,0,0,2,488,182,0,0,4,80,0,0,0,0,0,348,10,0,0,1,154,64,0,0,0,491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,no parking,353,1,0,0,0,0,686,5,0,0,0,0,0,0,0,0,22,2,0,0,115,268,117,0,0,0,51,0,0,0,0,0,0,0,0,0,0,752,0,0,0,590,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,no parking,0,0,0,1,0,0,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,0,0,0,0,0,0,0,0,0,1,0,0,3,59,10,0,0,0,17,23,0,0,0,0,5,1,0,0,9,77,7,0,0,4,56,10,0,0,4,88
1190,no parking,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,276,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,no parking,0,1,61,3,0,0,263,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,475,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
1190,parking place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,no parking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2225,no parking,0,0,0,0,0,0,4,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,17,0,0,0,6,0,0,0,0,0,0,0,0,1,52,17,0,0,0,29,24,0,0,0,0,0,4,0,0,9,199,3,0,75,132,43,7,0,0,0,0
2225,parking place,74,12,2,0,0,13,1171,62,0,0,0,0,0,0,0,0,0,0,0,0,0,188,178,23,0,0,96,58,0,0,0,0,0,0,0,0,0,6,2,0,0,8,566,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
782,no parking,4,19,260,2,0,7,112,3,0,0,0,0,0,0,0,0,8,14,0,0,0,220,37,6,0,1,2,8,0,0,0,0,265,206,0,0,11,494,42,0,0,49,118,40,0,0,0,0,22,7,0,0,0,29,9,0,0,6,61,2,0,0,0,0
1502,no parking,81,76,388,0,7,12,28,0,0,0,0,0,0,0,0,0,148,22,0,0,22,252,47,0,0,0,13,0,0,0,0,0,553,10,0,0,3,208,41,0,0,20,130,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
1282,no parking,274,0,0,0,0,0,0,9,0,0,0,320,0,0,0,0,544,0,0,0,61,982,3,48,0,33,31,2272,0,0,0,1,0,0,0,0,0,104,2,0,0,56,181,94,0,0,1,127,0,0,0,0,0,3491,17,0,0,84,640,3,0,0,156,1296
1901,no parking,260,0,0,0,0,0,0,449,0,0,0,49,0,0,0,0,175,3,0,0,27,224,0,60,0,1,3,124,0,0,0,0,0,0,0,0,1,51,7,0,0,21,54,54,0,0,0,19,0,0,0,0,6,832,1,0,0,65,261,15,0,0,24,172
2388,no parking,103,403,218,0,0,11,10,0,0,0,0,0,0,0,0,0,360,53,0,0,0,167,66,0,0,1,3,3,0,0,0,0,539,22,0,0,2,192,70,0,0,8,389,4,0,0,0,0,0,0,0,0,0,49,1,0,0,3,11,0,0,0,0,0
482,no parking,458,47,1756,0,1,13,28,1,0,0,0,0,0,0,0,0,157,10,0,0,253,370,62,13,0,1,22,15,0,0,0,0,2429,62,0,0,39,279,29,0,0,43,926,134,0,0,1,0,0,0,0,0,0,3,11,0,0,0,130,4,0,0,10,1
16,no parking,17,103,57,0,5,3,0,0,0,0,0,0,0,0,0,0,42,11,1,0,25,98,28,0,0,1,0,0,0,0,0,0,95,30,0,0,9,151,28,0,0,49,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2656,no parking,1763,48,0,0,0,4,896,0,0,0,0,0,0,0,0,0,890,573,0,0,15,622,3426,0,0,0,18,0,0,0,0,0,1050,6,0,0,2685,2903,133,0,0,139,1025,0,0,0,0,0,0,0,0,0,0,27,0,0,0,24,9,0,0,0,0,0
2656,parking place,34,2807,1895,0,0,110,110,0,0,0,0,0,0,0,0,0,0,15,0,0,0,201,407,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,no parking,955,85,0,0,3,68,0,0,0,0,0,0,0,0,0,0,120,39,0,0,311,1431,149,0,0,0,45,0,0,0,0,0,5,0,0,0,19,534,134,0,0,710,4382,723,0,0,0,1,0,0,0,0,0,22,0,0,0,326,3873,25,0,0,1696,4042
2353,no parking,28,10,1,0,1,4,252,149,0,0,0,0,0,0,0,0,31,44,0,0,8,237,26,2,0,0,15,16,0,0,0,0,262,199,0,0,1,122,46,0,0,14,139,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,2,3
3006,no parking,0,135,240,0,0,4,11,0,0,0,0,0,0,0,0,0,4,28,0,0,0,247,70,0,0,0,29,0,0,0,0,0,0,2,0,0,0,412,34,0,0,4,424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,no parking,239,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,82,213,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,199,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,no parking,1001,10,1104,0,2,10,912,4,0,0,0,0,0,0,0,0,55,12,0,0,48,617,99,6,0,6,52,33,0,0,0,0,2585,9,0,0,37,414,4,0,0,126,1019,26,0,0,0,0,0,0,0,0,0,35,0,0,0,10,80,0,0,0,0,0
1937,no parking,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,61,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,10,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,no parking,0,2,0,0,0,0,0,257,0,0,0,6,0,0,0,0,9,20,0,0,50,109,5,83,0,0,4,178,0,0,0,0,3,0,0,0,4,186,12,0,0,14,235,83,0,0,0,20,0,0,0,0,1,385,9,0,0,107,438,36,0,0,13,281
1633,no parking,0,61,112,0,0,1,6,0,0,0,0,0,0,0,0,0,48,86,1,0,1,178,90,4,0,0,7,0,0,0,0,0,70,12,0,0,0,160,39,2,0,0,243,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1202,no parking,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,no parking,0,0,0,0,0,0,94,129,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,7,0,0,32,9,0,0,0,0,0,0,0,0,0,81,16,0,0,80,432,12,0,0,0,0,0,0,0,0,0,55,3,0,0,46,231,0,0,0,18,0
224,no parking,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,no parking,39,383,16,0,0,251,92,0,0,0,0,0,0,0,0,0,282,6,0,0,13,359,35,0,0,13,17,0,0,0,0,0,213,68,0,0,6,690,13,0,0,123,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,no parking,141,332,43,0,0,14,2,0,0,0,0,0,0,0,0,0,481,173,0,0,18,284,65,0,0,0,0,0,0,0,0,0,0,36,0,0,0,81,38,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,no parking,0,0,0,0,0,1,152,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,17,1,0,0,0,0,185,7,0,0,15,101,1,0,0,5,234,16,0,0,0,0,11,0,0,0,0,5,0,0,0,0,34,2,0,0,0,0
2480,no parking,0,1,8,0,0,0,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,0,0,0,8,4,0,0,0,0,0,0,0,0,0,68,55,0,0,0,123,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,no parking,0,43,502,0,0,30,295,0,0,0,0,0,0,0,0,0,0,1,0,0,6,35,181,1,0,0,13,0,0,0,0,0,459,186,0,0,251,708,215,1,0,71,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,parking place,0,9,65,0,0,21,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,no parking,666,34,762,0,9,14,59,0,0,0,0,0,0,0,0,0,152,9,0,0,27,140,62,0,0,0,36,1,0,0,0,0,975,1,0,0,25,285,14,0,0,58,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
631,no parking,0,7,0,0,0,0,3,978,0,0,0,0,0,0,0,0,0,10,0,0,0,61,48,29,0,0,3,20,0,0,0,0,0,0,0,0,0,1,18,0,0,0,83,58,0,0,0,23,4,12,0,0,102,1302,17,0,0,8,132,14,0,0,7,1572
1372,no parking,0,36,25,0,0,0,2,0,0,0,0,0,0,0,0,0,12,56,0,0,0,105,41,0,0,0,4,0,0,0,0,0,0,1,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,no parking,41,345,396,0,0,45,18,0,0,0,0,0,0,0,0,0,654,95,0,0,2,598,195,0,0,0,76,0,0,0,0,0,6,0,0,0,0,68,60,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,no parking,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,911,0,0,1,61,0,0,0,0,0,0,0,0,0,43,39,0,0,19,171,59,0,0,0,55,0,0,0,0,0,1564,23,0,0,66,381,17,0,0,42,2067
1009,parking place,0,0,0,0,0,0,16,168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,71,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,88,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
1222,no parking,0,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,4,1,0,0,8,21,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,51,2,0,0,18,47,8,0,0,0,0,0,0,0,0,0,27,0,0,0,11,19,0,0,0,0,0
251,no parking,20,60,870,0,0,33,62,1,0,0,0,0,0,0,0,0,24,0,0,0,20,111,55,1,0,0,13,2,0,0,0,0,943,184,0,0,64,444,12,0,0,154,627,38,0,0,0,2,0,0,0,0,0,0,1,0,0,17,256,0,0,0,49,25
1968,no parking,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,5,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,0,0,0,12
1968,parking place,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1968,parking place,32,46,0,0,0,46,20,1221,0,0,0,542,0,0,0,0,13,2,0,0,13,140,65,29,0,2,66,131,0,0,0,0,0,0,0,0,0,8,0,0,0,5,77,87,0,0,1,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,669
54,no parking,7,255,21,0,0,73,46,0,0,0,0,0,0,0,0,0,34,27,0,0,2,265,56,0,0,0,4,0,0,0,0,0,53,87,0,0,2,548,69,0,0,4,498,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,58,0,0,0,0,0
2151,no parking,0,0,0,0,0,0,47,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,9,0,0,10,36,0,0,0,0,0,0,0,0,0,119,4,0,0,32,137,53,0,0,0,0,0,0,0,0,0,311,1,0,0,45,291,10,0,0,206,36
471,no parking,0,0,0,0,0,0,0,194,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,32,0,0,0,0,0,0,0,0,0,90,26,0,0,0,27,72,0,0,0,11,0,3,0,0,0,178,18,0,0,0,108,31,0,0,0,301
471,no parking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,parking place,0,7,94,0,0,10,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,14,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
895,no parking,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,3,0,0,0,63,118,7,0,0,0,2,0,0,0,0,0,0,0,0,0,36,49,0,0,1,89,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,3,10
1406,no parking,150,79,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,31,0,0,10,349,37,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,19,0,0,1,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,no parking,0,0,0,0,0,0,36,325,0,0,0,1,0,0,0,0,0,0,0,0,1,98,27,6,0,1,9,28,0,0,0,0,2,2,0,0,15,396,32,0,0,31,141,62,0,0,0,0,75,75,0,0,50,170,26,0,0,0,66,6,0,0,0,0
3058,no parking,0,48,46,0,0,2,10,0,0,0,0,0,0,0,0,0,36,30,0,0,4,75,28,0,0,0,7,0,0,0,0,0,27,19,0,0,0,62,18,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,no stopping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,1,0,2,52,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,0,0,1,4
3058,no stopping,15,26,279,0,0,14,51,0,0,0,0,0,0,0,0,0,239,59,0,0,6,191,104,6,0,0,25,3,0,0,0,0,324,59,0,0,0,162,89,0,0,63,77,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
3058,parking place,0,17,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,no parking,0,1,240,0,0,0,18,0,0,0,0,0,0,0,0,0,6,11,0,0,0,8,50,3,0,0,3,1,0,0,0,0,172,43,0,0,0,172,68,0,0,0,294,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
889,no parking,300,271,0,0,1,57,0,0,0,0,0,0,0,0,0,0,3,24,0,0,2,439,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,no parking,15,331,3,0,0,21,4,0,0,0,0,0,0,0,0,0,148,28,0,0,36,275,46,0,0,0,0,0,0,0,0,0,236,7,0,0,15,319,0,0,0,65,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,no parking,19,26,14,0,0,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,4,43,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,2,0,0,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,no parking,2,2,155,106,0,1,49,73,0,0,0,0,0,0,0,0,7,0,0,0,61,5,47,16,2,1,7,16,0,0,0,0,0,0,0,0,34,70,1,0,8,112,60,50,0,0,0,98,4,0,0,0,128,246,0,0,0,216,197,16,0,0,66,124
488,no parking,0,11,6,0,0,9,424,10,0,0,0,0,0,0,0,0,93,107,0,0,1,120,145,13,0,0,16,5,0,0,0,0,241,96,0,0,0,135,130,0,0,0,456,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
488,parking place,609,1565,85,0,0,137,167,0,0,0,0,0,0,0,0,0,74,50,0,0,0,350,265,12,0,0,178,25,0,0,0,0,54,31,0,0,0,227,63,0,0,0,1145,100,0,0,0,0,0,96,0,0,0,443,10,0,0,0,91,0,0,0,0,0
288,no parking,0,10,27,0,0,15,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,16,1,0,0,0,0,0,0,0,0,139,264,2,0,0,20,297,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
288,parking place,0,25,40,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,no parking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,no parking,0,6,393,2,0,4,21,1,0,0,0,0,0,0,0,0,9,11,0,0,0,29,47,1,0,1,22,2,0,0,0,0,498,17,0,0,15,108,34,0,0,22,497,7,0,0,0,0,26,0,0,0,0,2,1,0,0,0,10,0,0,0,0,0
1236,parking place,0,0,86,23,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,7,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,no parking,67,7,15,0,0,7,158,91,0,0,0,0,0,0,0,0,12,0,0,0,8,228,20,1,0,0,9,6,0,0,0,0,154,3,0,0,3,108,3,0,0,21,61,13,0,0,0,0,40,22,0,0,22,123,0,0,0,10,43,2,0,0,3,0
1984,no parking,0,92,546,0,0,37,76,0,0,0,0,0,0,0,0,0,309,24,0,0,17,211,144,0,0,0,49,4,0,0,0,0,571,14,0,0,4,342,94,0,0,21,1010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,no parking,11,3,12,0,4,1,9,2,0,0,0,0,0,0,0,0,6,0,0,0,66,23,20,14,0,0,0,15,0,0,0,0,6,0,0,0,29,42,10,0,0,15,56,29,0,0,1,1,2,0,0,0,12,50,0,0,0,25,128,13,0,0,13,26
2823,parking place,603,36,0,0,17,48,0,0,0,0,0,0,0,0,0,0,8,0,0,0,51,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,no parking,0,51,44,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,1,0,0,0,0,0,66,3,0,0,22,135,27,0,0,14,132,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,0,0
1486,parking place,0,6,3,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,no parking,0,58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,10,7,0,0,0,0,0,0,0,0,0,45,5,0,0,2,52,9,0,0,1,37,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0,0,3,36
2496,no parking,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,no parking,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
