id,name,xmin,ymin,xmax,ymax
1037,no stopping,102.0,76.0,145.0,124.0
1038,no large goods,63.0,119.0,111.0,168.0
1038,no entry,268.0,168.0,285.0,185.0
1038,no parking,408.0,194.0,413.0,200.0
1039,no entry,336.0,210.0,367.0,241.0
1039,keep left,118.0,237.0,134.0,252.0
1039,turn left,101.0,205.0,113.0,217.0
1039,stop,101.0,192.0,114.0,205.0
104,no parking,111.0,107.0,134.0,138.0
1040,no entry,63.0,175.0,83.0,237.0
1040,no stopping,348.0,191.0,387.0,230.0
1041,no entry,187.0,158.0,198.0,199.0
1041,turn left,198.0,121.0,259.0,183.0
1041,keep left,281.0,285.0,360.0,364.0
1042,parking place,442.0,173.0,462.0,193.0
1042,parking place,28.0,180.0,72.0,225.0
1042,no parking,442.0,118.0,490.0,171.0
1043,parking place,423.0,195.0,455.0,230.0
1044,parking place,123.0,285.0,148.0,313.0
1044,no parking,122.0,199.0,191.0,275.0
1045,no parking,71.0,137.0,101.0,181.0
1045,no parking,393.0,129.0,422.0,169.0
1046,parking place,201.0,140.0,280.0,231.0
1047,two-way traffic,351.0,228.0,434.0,303.0
1047,drive straight,55.0,332.0,67.0,345.0
1048,stop,187.0,173.0,294.0,310.0
1048,right or left turn only ahead,185.0,310.0,297.0,446.0
1049,no entry,294.0,218.0,374.0,301.0
105,no entry,95.0,55.0,125.0,117.0
1050,no entry,168.0,267.0,203.0,303.0
1051,bumps in the road,312.0,150.0,328.0,212.0
1051,stop,129.0,171.0,192.0,238.0
1052,bumps in the road,13.0,159.0,59.0,198.0
1052,maximum speed 30km/h,21.0,211.0,55.0,243.0
1052,no entry,448.0,138.0,512.0,218.0
1053,turn left,266.0,179.0,322.0,304.0
1054,one-way traffic,68.0,110.0,86.0,163.0
1054,stop,49.0,26.0,100.0,108.0
1055,no parking,70.0,252.0,90.0,273.0
1055,no parking,286.0,245.0,303.0,263.0
1055,no parking,462.0,235.0,476.0,251.0
1056,no parking,328.0,117.0,355.0,160.0
1057,turn right,187.0,228.0,283.0,351.0
1057,no entry,186.0,89.0,284.0,211.0
1058,crossroads,104.0,170.0,198.0,259.0
1058,slippery road,367.0,100.0,456.0,177.0
1059,crossroads,303.0,112.0,366.0,169.0
106,no entry,77.0,70.0,126.0,121.0
1060,roundabout ahead,257.0,146.0,321.0,204.0
1060,maximum speed 30km/h,264.0,204.0,311.0,251.0
1061,restricted vehicular access,153.0,135.0,207.0,189.0
1062,keep right,107.0,285.0,187.0,370.0
1062,roundabout,373.0,179.0,417.0,225.0
1062,pass either side,298.0,223.0,319.0,247.0
1063,pass either side,137.0,277.0,168.0,389.0
1063,pass either side,77.0,130.0,95.0,148.0
1064,pass either side,40.0,317.0,79.0,361.0
1064,roundabout,42.0,274.0,65.0,311.0
1064,roundabout,386.0,185.0,463.0,264.0
1064,give way,369.0,87.0,477.0,184.0
1064,give way,40.0,227.0,69.0,275.0
1065,give way,169.0,62.0,293.0,256.0
1065,roundabout,187.0,258.0,282.0,396.0
1066,keep right,210.0,164.0,295.0,271.0
1067,pass either side,196.0,201.0,252.0,271.0
1068,pass either side,255.0,49.0,303.0,98.0
1069,pass either side,71.0,171.0,97.0,199.0
1069,keep right,241.0,305.0,361.0,433.0
1069,roundabout,392.0,123.0,429.0,165.0
1069,give way,383.0,66.0,438.0,119.0
107,no stopping,72.0,56.0,119.0,126.0
1070,pedestrian crossing ahead,198.0,67.0,271.0,198.0
1071,roundabout ahead,243.0,104.0,333.0,213.0
1072,pedestrian crossing,221.0,153.0,271.0,231.0
1073,other danger,281.0,169.0,320.0,222.0
1074,no entry,309.0,147.0,336.0,214.0
1075,no entry,105.0,66.0,326.0,311.0
1076,pedestrian crossing ahead,433.0,195.0,471.0,229.0
1076,pedestrian crossing,53.0,196.0,65.0,208.0
1077,stop,263.0,367.0,356.0,470.0
1078,stop,287.0,138.0,309.0,167.0
1079,pedestrian crossing,152.0,212.0,210.0,272.0
108,no stopping,74.0,75.0,141.0,147.0
1080,stop,308.0,214.0,361.0,267.0
1081,stop,89.0,189.0,101.0,208.0
1081,turn left,89.0,209.0,102.0,227.0
1081,pass either side,289.0,274.0,323.0,308.0
1082,turn left,170.0,245.0,230.0,332.0
1082,drive straight,262.0,274.0,310.0,328.0
1082,stop,167.0,156.0,231.0,243.0
1082,stop,263.0,218.0,308.0,275.0
1083,keep right,3.0,249.0,58.0,305.0
1083,pass either side,312.0,238.0,334.0,261.0
1083,turn left,257.0,202.0,274.0,219.0
1083,stop,256.0,182.0,276.0,201.0
1083,stop,484.0,210.0,499.0,225.0
1083,drive straight,485.0,225.0,499.0,239.0
1084,drive straight,329.0,217.0,343.0,231.0
1084,stop,329.0,203.0,343.0,217.0
1084,pass either side,31.0,278.0,78.0,324.0
1085,no entry,180.0,249.0,242.0,312.0
1086,no entry,453.0,158.0,502.0,218.0
1086,stop,70.0,185.0,91.0,223.0
1086,pedestrian crossing ahead,1.0,128.0,53.0,176.0
1087,stop,315.0,176.0,423.0,282.0
1087,no entry,94.0,213.0,110.0,229.0
1088,children,328.0,242.0,366.0,287.0
1088,maximum speed 30km/h,274.0,238.0,342.0,306.0
1088,bumps in the road,261.0,121.0,355.0,209.0
1089,pedestrian crossing ahead,186.0,184.0,272.0,271.0
109,no stopping,153.0,121.0,169.0,152.0
109,stop,79.0,105.0,120.0,152.0
1090,keep right,35.0,251.0,58.0,274.0
1090,pass either side,276.0,265.0,298.0,287.0
1090,stop,251.0,208.0,266.0,224.0
1090,turn right,473.0,236.0,487.0,250.0
1090,give way,470.0,221.0,492.0,240.0
1091,keep right,69.0,122.0,90.0,170.0
1091,pass either side,408.0,308.0,484.0,431.0
1092,turn right,46.0,215.0,157.0,329.0
1092,no large goods,197.0,172.0,236.0,235.0
1092,give way,26.0,110.0,184.0,253.0
1093,stop,393.0,179.0,421.0,208.0
1093,no entry,183.0,247.0,195.0,260.0
1093,no entry,34.0,258.0,41.0,270.0
1094,slippery road,374.0,244.0,440.0,301.0
1094,roundabout ahead,357.0,147.0,459.0,236.0
1095,give way,387.0,239.0,445.0,292.0
1095,keep right,109.0,287.0,131.0,307.0
1095,give way,252.0,249.0,266.0,264.0
1096,keep right,211.0,205.0,266.0,320.0
1097,keep right,136.0,157.0,173.0,226.0
1097,keep right,248.0,144.0,293.0,208.0
1098,give way,234.0,72.0,306.0,234.0
1099,no parking,142.0,145.0,215.0,217.0
11,no entry,77.0,87.0,107.0,138.0
110,restricted vehicular access,111.0,59.0,142.0,103.0
1100,turn right,69.0,168.0,88.0,213.0
1100,two-way traffic,394.0,158.0,430.0,192.0
1101,turn right,148.0,159.0,241.0,270.0
1102,road narrows on left,253.0,120.0,358.0,218.0
1102,double bend first to right,253.0,220.0,358.0,317.0
1103,bumps in the road,133.0,96.0,245.0,201.0
1104,bumps in the road,335.0,107.0,416.0,182.0
1104,maximum speed 30km/h,348.0,210.0,408.0,272.0
1104,two-way traffic,152.0,197.0,191.0,232.0
1105,no parking,352.0,228.0,379.0,253.0
1105,give way,255.0,237.0,265.0,247.0
1106,no parking,114.0,272.0,217.0,399.0
1107,no parking,318.0,70.0,364.0,119.0
1108,give way,424.0,164.0,456.0,192.0
1108,maximum speed 30km/h,343.0,164.0,355.0,177.0
1109,give way,416.0,121.0,512.0,233.0
1109,maximum speed 30km/h,92.0,145.0,125.0,178.0
111,no entry,92.0,77.0,126.0,127.0
1110,maximum speed 30km/h,100.0,83.0,179.0,372.0
1111,maximum speed 30km/h,203.0,290.0,302.0,392.0
1111,bumps in the road,192.0,120.0,325.0,248.0
1112,maximum speed 30km/h,262.0,166.0,300.0,210.0
1112,double bend first to right,255.0,226.0,305.0,277.0
1113,stop,191.0,175.0,263.0,272.0
1114,maximum speed 40km/h,325.0,155.0,364.0,198.0
1114,bend to right,37.0,171.0,85.0,214.0
1115,bend to right,243.0,156.0,338.0,248.0
1116,double bend first to right,160.0,167.0,223.0,227.0
1116,slippery road,168.0,254.0,225.0,313.0
1117,road narrows,126.0,260.0,264.0,387.0
1117,junction with a minor side-road from left,129.0,137.0,265.0,260.0
1118,other danger,108.0,198.0,187.0,268.0
1119,no entry,158.0,210.0,178.0,234.0
112,no entry,57.0,42.0,180.0,181.0
1120,keep right,299.0,255.0,335.0,291.0
1122,maximum speed 30km/h,194.0,285.0,277.0,376.0
1122,slippery road,182.0,172.0,298.0,285.0
1123,slippery road,247.0,254.0,293.0,294.0
1124,stop,271.0,97.0,389.0,217.0
1125,stop,93.0,51.0,153.0,186.0
1126,no parking,338.0,121.0,364.0,147.0
1127,no parking,173.0,158.0,238.0,230.0
1128,stop,234.0,184.0,277.0,228.0
1129,no parking,42.0,212.0,134.0,304.0
113,keep right,49.0,48.0,140.0,169.0
1130,no overtaking,209.0,178.0,227.0,229.0
1130,maximum speed 30km/h,204.0,125.0,228.0,178.0
1131,no parking,357.0,161.0,410.0,212.0
1132,stop,114.0,189.0,173.0,263.0
1132,no overtaking,47.0,274.0,81.0,332.0
1132,maximum speed 30km/h,48.0,215.0,78.0,273.0
1133,no parking,159.0,72.0,211.0,123.0
1134,no overtaking,237.0,198.0,299.0,266.0
1134,maximum speed 30km/h,244.0,126.0,296.0,196.0
1135,no parking,230.0,136.0,256.0,163.0
1136,no parking,275.0,173.0,289.0,198.0
1136,parking place,274.0,201.0,280.0,211.0
1137,no parking,54.0,232.0,63.0,241.0
1137,stop,426.0,157.0,490.0,221.0
1138,stop,131.0,194.0,161.0,223.0
1138,turn right,132.0,224.0,160.0,252.0
1139,turn right,441.0,207.0,494.0,292.0
1139,stop,438.0,119.0,493.0,209.0
1139,maximum speed 30km/h,263.0,269.0,279.0,290.0
1139,no parking,261.0,248.0,281.0,269.0
114,parking place,53.0,51.0,105.0,107.0
1140,no parking,196.0,176.0,246.0,230.0
1141,no parking,405.0,154.0,427.0,174.0
1142,restricted vehicular access,333.0,132.0,378.0,179.0
1142,no overtaking,333.0,179.0,377.0,226.0
1142,no parking,85.0,174.0,96.0,184.0
1143,bumps in the road,75.0,90.0,138.0,224.0
1144,no parking,340.0,206.0,356.0,223.0
1145,no parking,228.0,161.0,265.0,213.0
1146,maximum speed 30km/h,427.0,183.0,444.0,201.0
1146,no overtaking,425.0,201.0,443.0,218.0
1147,pedestrian crossing ahead,331.0,77.0,379.0,124.0
1148,no overtaking,283.0,188.0,328.0,239.0
1148,maximum speed 30km/h,284.0,136.0,327.0,188.0
1149,maximum speed 30km/h,121.0,205.0,165.0,311.0
1149,pedestrian crossing ahead,106.0,24.0,171.0,161.0
115,no entry,65.0,69.0,103.0,110.0
1150,pedestrian crossing ahead,128.0,182.0,148.0,201.0
1150,maximum speed 30km/h,131.0,207.0,146.0,222.0
1150,drive straight,430.0,167.0,474.0,223.0
1150,no parking,59.0,208.0,68.0,218.0
1151,no parking,357.0,157.0,375.0,179.0
1151,pedestrian crossing,75.0,150.0,87.0,162.0
1152,no parking,53.0,203.0,88.0,239.0
1152,no entry,446.0,177.0,476.0,209.0
1153,no entry,328.0,146.0,400.0,216.0
1154,no parking,131.0,149.0,181.0,206.0
1155,turn left,370.0,147.0,442.0,248.0
1155,no parking,30.0,113.0,61.0,143.0
1156,no parking,124.0,74.0,195.0,148.0
1156,parking place,127.0,152.0,151.0,181.0
1157,no parking,258.0,217.0,309.0,287.0
1158,no parking,312.0,149.0,334.0,183.0
1159,stop,225.0,321.0,258.0,355.0
116,parking place,33.0,61.0,70.0,106.0
116,no stopping,150.0,119.0,174.0,150.0
1160,no parking,282.0,94.0,335.0,163.0
1161,no entry,248.0,148.0,264.0,165.0
1161,one-way traffic (right),249.0,132.0,278.0,140.0
1162,one-way traffic (right),313.0,27.0,438.0,85.0
1162,no entry,298.0,116.0,367.0,210.0
1163,no parking,447.0,167.0,482.0,209.0
1164,no parking,441.0,194.0,457.0,225.0
1164,no entry,52.0,187.0,60.0,202.0
1164,one-way traffic (right),86.0,204.0,100.0,210.0
1165,no entry,47.0,181.0,84.0,234.0
1165,no parking,424.0,207.0,493.0,273.0
1166,restricted vehicular access,282.0,216.0,330.0,267.0
1166,one-way traffic (left),62.0,249.0,103.0,263.0
1167,turn right,158.0,180.0,186.0,241.0
1168,turn right,60.0,208.0,122.0,268.0
1169,stop,127.0,102.0,203.0,186.0
1169,no parking,406.0,138.0,444.0,185.0
1169,bumps in the road,415.0,98.0,443.0,138.0
117,stop,95.0,92.0,136.0,138.0
1170,no parking,212.0,162.0,273.0,223.0
1171,no parking,234.0,145.0,315.0,224.0
1172,parking place,333.0,161.0,378.0,213.0
1173,no entry,188.0,64.0,278.0,160.0
1174,drive straight,390.0,168.0,456.0,233.0
1174,no parking,145.0,216.0,161.0,231.0
1174,no parking,119.0,234.0,125.0,242.0
1175,turn left,379.0,143.0,490.0,286.0
1176,no parking,369.0,128.0,475.0,246.0
1176,no parking,28.0,148.0,54.0,178.0
1176,drive straight,113.0,164.0,156.0,211.0
1176,one-way traffic (left),402.0,73.0,435.0,130.0
1177,restricted vehicular access,218.0,158.0,267.0,212.0
1178,no parking,186.0,111.0,250.0,214.0
1179,parking place,125.0,144.0,173.0,193.0
1179,one-way traffic (left),283.0,177.0,301.0,183.0
1179,no parking,252.0,171.0,263.0,185.0
118,drive straight,70.0,42.0,110.0,175.0
1180,no parking,334.0,129.0,367.0,164.0
1180,one-way traffic (left),393.0,141.0,442.0,159.0
1181,one-way traffic,319.0,217.0,382.0,339.0
1181,no parking,307.0,98.0,400.0,216.0
1182,no parking,7.0,303.0,16.0,315.0
1182,one-way traffic,150.0,316.0,165.0,333.0
1182,drive straight or turn right,371.0,254.0,430.0,342.0
1183,no entry,140.0,22.0,292.0,251.0
1183,no parking,226.0,281.0,248.0,306.0
1184,drive straight or turn left,306.0,179.0,386.0,280.0
1184,stop,309.0,77.0,386.0,179.0
1185,parking place,97.0,141.0,149.0,210.0
1186,no parking,372.0,203.0,434.0,265.0
1186,one-way traffic,316.0,233.0,326.0,251.0
1186,turn right,77.0,218.0,101.0,242.0
1186,stop,77.0,193.0,102.0,220.0
1186,parking place,224.0,228.0,228.0,237.0
1187,turn right,432.0,203.0,486.0,265.0
1187,stop,436.0,139.0,491.0,202.0
1187,no entry,10.0,237.0,36.0,261.0
1188,no parking,199.0,115.0,278.0,297.0
1189,no parking,238.0,156.0,315.0,241.0
1189,one-way traffic,234.0,239.0,315.0,324.0
119,drive straight,64.0,65.0,111.0,116.0
1190,no parking,95.0,205.0,134.0,245.0
1190,no parking,400.0,156.0,419.0,229.0
1190,parking place,401.0,233.0,407.0,257.0
1191,no parking,231.0,165.0,302.0,237.0
1192,maximum speed 30km/h,165.0,303.0,221.0,361.0
1193,stop,207.0,148.0,295.0,266.0
1194,no parking,249.0,183.0,325.0,262.0
1195,stop,195.0,148.0,238.0,200.0
1196,no parking,323.0,209.0,362.0,257.0
1197,no stopping,164.0,283.0,221.0,346.0
1198,no parking,133.0,294.0,180.0,340.0
1199,no parking,240.0,202.0,276.0,241.0
12,no entry,78.0,106.0,111.0,146.0
120,no entry,75.0,37.0,106.0,139.0
1200,maximum speed 30km/h,296.0,175.0,353.0,246.0
1200,no stopping,289.0,259.0,362.0,332.0
1200,one-way traffic (left),385.0,153.0,502.0,220.0
1201,no stopping,255.0,142.0,338.0,266.0
1202,drive straight,360.0,210.0,424.0,297.0
1202,no parking,263.0,309.0,270.0,323.0
1202,no entry,48.0,175.0,68.0,197.0
1203,no entry,255.0,202.0,329.0,280.0
1204,no parking,349.0,137.0,432.0,231.0
1204,no large goods,347.0,42.0,410.0,136.0
1205,no entry,192.0,179.0,264.0,257.0
1206,no entry,63.0,162.0,127.0,233.0
1207,no parking,315.0,163.0,387.0,240.0
1207,no large goods,322.0,85.0,386.0,162.0
1208,no parking,61.0,183.0,86.0,212.0
1208,no entry,333.0,188.0,358.0,231.0
1208,drive straight,384.0,187.0,443.0,246.0
1209,no entry,28.0,207.0,58.0,245.0
1209,no parking,461.0,175.0,486.0,200.0
121,no entry,97.0,79.0,129.0,119.0
1210,no parking,190.0,159.0,236.0,206.0
1210,one-way traffic (right),229.0,191.0,291.0,217.0
1211,no parking,85.0,209.0,150.0,295.0
1212,no parking,243.0,169.0,302.0,237.0
1213,no entry,313.0,61.0,416.0,167.0
1214,no entry,1.0,149.0,39.0,193.0
1214,no parking,481.0,170.0,504.0,193.0
1215,no parking,78.0,128.0,132.0,183.0
1215,no parking,232.0,165.0,251.0,184.0
1215,no entry,452.0,159.0,472.0,184.0
1216,no parking,9.0,182.0,35.0,207.0
1216,no entry,442.0,157.0,510.0,226.0
1217,no entry,15.0,174.0,47.0,212.0
1217,no entry,454.0,183.0,493.0,225.0
1218,no parking,230.0,201.0,306.0,292.0
1218,no large goods,219.0,110.0,303.0,199.0
1219,no parking,214.0,86.0,244.0,121.0
1219,drive straight,190.0,164.0,269.0,242.0
1219,no entry,401.0,143.0,409.0,200.0
122,give way,80.0,46.0,137.0,103.0
122,turn left,90.0,102.0,129.0,147.0
1220,no entry,77.0,212.0,92.0,242.0
1220,drive straight,329.0,196.0,377.0,265.0
1220,no parking,348.0,129.0,363.0,159.0
1220,parking place,346.0,166.0,356.0,184.0
1221,no parking,210.0,189.0,270.0,246.0
1222,drive straight,339.0,124.0,422.0,212.0
1222,no parking,34.0,274.0,51.0,290.0
1223,no entry,206.0,179.0,275.0,267.0
1224,drive straight or turn right,366.0,173.0,443.0,261.0
1225,bumps in the road,348.0,193.0,391.0,231.0
1226,restricted vehicular access,192.0,199.0,255.0,266.0
1226,no parking,276.0,198.0,337.0,265.0
1227,no parking,217.0,147.0,271.0,209.0
1227,one-way traffic (right),294.0,213.0,394.0,242.0
1228,bumps in the road,217.0,211.0,264.0,267.0
1228,two-way traffic,219.0,154.0,262.0,210.0
1229,turn left,229.0,235.0,303.0,439.0
1229,no entry,206.0,27.0,299.0,230.0
123,no stopping,62.0,39.0,131.0,117.0
1230,no parking,311.0,89.0,358.0,189.0
1231,no parking,309.0,78.0,457.0,230.0
1231,drive straight,152.0,234.0,168.0,264.0
1232,turn right,351.0,227.0,367.0,243.0
1233,turn right,39.0,192.0,104.0,288.0
1234,no parking,45.0,129.0,78.0,168.0
1234,parking place,46.0,176.0,57.0,188.0
1235,no parking,339.0,129.0,389.0,193.0
1236,no parking,282.0,147.0,320.0,194.0
1236,parking place,281.0,196.0,296.0,215.0
1237,no parking,233.0,135.0,241.0,143.0
1237,no parking,23.0,139.0,27.0,144.0
1237,restricted vehicular access,415.0,144.0,443.0,175.0
1238,no parking,308.0,208.0,362.0,267.0
1238,bumps in the road,309.0,162.0,361.0,207.0
1238,no large goods,249.0,130.0,280.0,183.0
1238,one-way traffic,255.0,179.0,276.0,217.0
1239,no parking,384.0,178.0,432.0,239.0
1239,parking place,383.0,241.0,401.0,264.0
124,restricted vehicular access,110.0,79.0,151.0,126.0
1240,turn left,349.0,115.0,400.0,167.0
1241,turn right,357.0,246.0,394.0,302.0
1241,turn right,89.0,258.0,100.0,269.0
1241,no entry,90.0,245.0,102.0,259.0
1241,no large goods,486.0,290.0,496.0,307.0
1242,turn left,183.0,208.0,219.0,245.0
1242,one-way traffic (left),172.0,243.0,233.0,263.0
1243,no entry,289.0,177.0,329.0,217.0
1244,turn right,397.0,60.0,418.0,116.0
1245,no entry,338.0,67.0,404.0,155.0
1246,pedestrian crossing ahead,335.0,129.0,425.0,207.0
1247,roundabout ahead,135.0,219.0,173.0,256.0
1248,give way,365.0,77.0,422.0,129.0
1248,bumps in the road,423.0,123.0,441.0,162.0
1249,no entry,418.0,139.0,436.0,158.0
1249,no entry,88.0,128.0,110.0,151.0
1249,right or left turn only ahead,417.0,158.0,434.0,176.0
125,restricted vehicular access,74.0,49.0,150.0,140.0
1250,no entry,116.0,388.0,202.0,511.0
1251,no entry,297.0,194.0,323.0,225.0
1252,turn right,87.0,117.0,129.0,175.0
1253,no parking,84.0,151.0,119.0,184.0
1253,parking place,78.0,197.0,99.0,218.0
1254,parking place,120.0,177.0,164.0,226.0
1255,pedestrian crossing ahead,219.0,191.0,254.0,222.0
1255,maximum speed 30km/h,224.0,234.0,250.0,260.0
1255,no parking,104.0,235.0,119.0,252.0
1256,drive straight,233.0,153.0,392.0,364.0
1257,give way,238.0,207.0,291.0,258.0
1258,pass either side,133.0,187.0,137.0,209.0
1258,no entry,24.0,194.0,52.0,222.0
1259,no entry,122.0,245.0,161.0,293.0
1259,pass either side,365.0,237.0,395.0,283.0
126,no entry,76.0,90.0,126.0,144.0
1260,keep right,137.0,310.0,159.0,331.0
1260,keep right,169.0,290.0,183.0,302.0
1260,give way,382.0,266.0,409.0,291.0
1260,roundabout,387.0,292.0,402.0,310.0
1261,maximum speed 30km/h,434.0,150.0,458.0,174.0
1261,pedestrian crossing ahead,358.0,151.0,383.0,175.0
1261,crossroads,297.0,160.0,314.0,176.0
1261,give way,234.0,173.0,246.0,184.0
1261,pedestrian crossing,197.0,172.0,203.0,178.0
1262,give way,316.0,188.0,356.0,224.0
1262,pedestrian crossing,102.0,191.0,115.0,204.0
1263,pedestrian crossing,41.0,205.0,60.0,222.0
1263,pedestrian crossing,432.0,201.0,459.0,226.0
1263,stop,262.0,222.0,268.0,231.0
1264,stop,450.0,214.0,477.0,248.0
1264,pedestrian crossing,211.0,237.0,225.0,252.0
1264,pedestrian crossing,110.0,243.0,123.0,255.0
1264,maximum speed 30km/h,164.0,232.0,179.0,247.0
1264,one-way traffic (right),204.0,255.0,221.0,262.0
1265,one-way traffic (right),16.0,273.0,41.0,281.0
1265,pedestrian crossing,26.0,245.0,50.0,268.0
1265,pedestrian crossing,368.0,237.0,401.0,270.0
1265,one-way traffic (left),395.0,298.0,422.0,320.0
1266,one-way traffic (right),1.0,310.0,135.0,353.0
1266,pedestrian crossing,25.0,177.0,74.0,292.0
1266,pedestrian crossing,327.0,258.0,347.0,280.0
1266,pedestrian crossing,452.0,235.0,494.0,283.0
1267,pedestrian crossing,355.0,161.0,395.0,201.0
1267,pedestrian crossing,122.0,220.0,134.0,230.0
1267,stop,181.0,183.0,198.0,199.0
1268,no parking,367.0,135.0,386.0,161.0
1269,no parking,283.0,126.0,334.0,183.0
1269,parking place,280.0,186.0,302.0,207.0
127,restricted vehicular access,13.0,93.0,27.0,115.0
127,stop,126.0,98.0,173.0,153.0
1270,pedestrian crossing ahead,293.0,186.0,335.0,221.0
1270,no parking,185.0,214.0,190.0,220.0
1270,pedestrian crossing,126.0,204.0,132.0,211.0
1271,maximum speed 30km/h,361.0,88.0,476.0,213.0
1271,no parking,349.0,200.0,358.0,217.0
1272,no parking,308.0,129.0,345.0,175.0
1272,maximum speed 30km/h,84.0,154.0,114.0,218.0
1273,stop,388.0,160.0,451.0,237.0
1273,no parking,108.0,195.0,123.0,213.0
1274,stop,249.0,155.0,296.0,203.0
1274,other,325.0,160.0,338.0,188.0
1275,stop,342.0,146.0,392.0,196.0
1276,maximum speed 30km/h,211.0,183.0,266.0,246.0
1276,no overtaking,205.0,246.0,261.0,308.0
1277,maximum speed 30km/h,355.0,234.0,402.0,285.0
1277,no parking,356.0,186.0,404.0,235.0
1277,no large goods,355.0,135.0,404.0,185.0
1278,maximum speed 30km/h,190.0,185.0,253.0,272.0
1278,bumps in the road,185.0,91.0,258.0,180.0
1279,no stopping,473.0,198.0,503.0,239.0
1279,no parking,10.0,185.0,34.0,209.0
128,no parking,81.0,25.0,108.0,115.0
128,parking place,80.0,122.0,89.0,154.0
1280,no stopping,119.0,86.0,223.0,206.0
1281,no entry,434.0,172.0,465.0,203.0
1282,no parking,77.0,114.0,172.0,228.0
1283,stop,198.0,123.0,324.0,282.0
1284,no entry,63.0,215.0,80.0,233.0
1284,no parking,369.0,200.0,385.0,215.0
1284,no parking,146.0,249.0,150.0,254.0
1285,no entry,284.0,233.0,384.0,337.0
1286,no parking,310.0,119.0,345.0,172.0
1287,no parking,198.0,137.0,235.0,183.0
1287,parking place,197.0,188.0,213.0,206.0
1288,no entry,258.0,154.0,285.0,201.0
1288,turn right,252.0,202.0,292.0,249.0
1289,drive straight,304.0,175.0,338.0,211.0
129,parking place,118.0,118.0,129.0,129.0
129,no parking,119.0,92.0,144.0,117.0
1290,turn right,96.0,115.0,160.0,235.0
1291,no entry,306.0,146.0,375.0,218.0
1292,no entry,271.0,119.0,338.0,196.0
1293,no stopping,114.0,115.0,161.0,164.0
1293,pedestrian lane,114.0,164.0,161.0,212.0
1294,no entry,174.0,146.0,257.0,239.0
1295,no entry,289.0,135.0,310.0,156.0
1295,turn right,292.0,156.0,312.0,177.0
1296,turn right,5.0,188.0,45.0,226.0
1296,no entry,1.0,148.0,36.0,188.0
1296,maximum speed 30km/h,479.0,161.0,500.0,194.0
1296,bumps in the road,474.0,195.0,500.0,221.0
1297,no stopping,275.0,117.0,344.0,193.0
